Gene_name,amount_interactors,allinteractors,interactors_processed,IsBait
CADPS,15,NUP98;PAN3;ACOT7;GORAB;CEP97;MTMR4;FYCO1;CLIP1;CHMP2B;FAM63B;TC2N;KIAA0430;LCN1;PAN2;ADD1,NUP98;PAN3;ACOT7;GORAB;CEP97;MTMR4;FYCO1;CLIP1;CHMP2B;FAM63B;TC2N;KIAA0430;LCN1;PAN2;ADD1,Y
H7C417,1,PPP1R21,PPP1R21,N
MOSPD2,34,ZFYVE27;BTN2A3;PTPRN2;VAPA;SLC44A5;CLRN2;PPP3R2;STX12;CXCR4;GPR114;OR13J1;C17orf109;DCST1;HTR3A;GNG2;C3orf45;FAM187B;CCDC47;RRAS;CLEC12B;GNG12;SRPRA;GNG4;PEX19;FPR2;STARD3NL;PALM2;CHRNA10;TGFA;SPINT2;FASLG;TMEM171;ZACN;CX3CL1,ZFYVE27;BTN2A3;PTPRN2;VAPA;SLC44A5;CLRN2;PPP3R2;STX12;CXCR4;GPR114;OR13J1;C17orf109;DCST1;HTR3A;GNG2;C3orf45;FAM187B;CCDC47;RRAS;CLEC12B;GNG12;SRPRA;GNG4;PEX19;FPR2;STARD3NL;PALM2;CHRNA10;TGFA;SPINT2;FASLG;TMEM171;ZACN;CX3CL1,N
RIC3,16,TAPT1;PHB2;PHB;NCAPD3;NCAPG2;DNAJC11;SLC30A5;RMND1;ERLIN2;LRBA;NCAPH2;USP22;SLC30A6;HMGCR;ATP9A;TMUB1,TAPT1;PHB2;PHB;NCAPD3;NCAPG2;DNAJC11;SLC30A5;RMND1;ERLIN2;LRBA;NCAPH2;USP22;SLC30A6;HMGCR;ATP9A;TMUB1,Y
ORC6,5,LRWD1;ORC2;DCTN6;BICD2;CREB1,LRWD1;ORC2;DCTN6;BICD2;CREB1,Y
LMTK2,1,ATP9A,ATP9A,Y
TBL1X,5,GPS2;WDR59;C1orf111;TBL1Y;UBA5,GPS2;WDR59;C1orf111;TBL1Y;UBA5,N
NEDD1,148,CCP110;SMU1;TOMM20;TXN;TUBGCP3;TRADD;NRBP2;PRPF40A;CCT8;DNMBP;PALLD;PLXNA3;CHMP3;NDUFV3;GMPS;PRSS1;MZT2A;CDCA8;AKR1B10;DHCR24;DHX30;PTCD1;DHX40;CEP97;NEDD1;AZI1;GRPEL1;ACVR1B;TPD52;CUGBP2;FBXL4;CEP72;CP110;HELLS;S100A4;RRAS2;FOPNL;CFB;CCT3;ZNF286B;MED10;LZIC;KIAA0753;MAP3K4;FBXO28;CGRRF1;CCT4;PIBF1;NUP54;ACBD5;NME7;ZFP91;CCT7;TUBG1;POLR3F;GAR1;GALC;ZC3H13;TOP3B;SGOL1;WDR35;S100A6;RCC2;ZNF644;RP11;RBMXL1;RBM45;LGALS3BP;PCM1;FBXO18;CCT2;CCDC77;CCT5;ZNF286A;UHRF1BP1;ARHGEF11;ATM;PRSS3;DYNC2H1;BAZ1A;MLEC;MAGT1;MZT2B;MIS18BP1;WDFY3;HAUS7;PDCD6;PPM1A;ECHS1;HOOK3;EFTUD1;SNX33;TRIM27;USP9X;TUBGCP6;AKAP17A;HERPUD2;AFG3L2;SSX2IP;C10orf88;DERL1;TCP1;PUS1;ING5;PPHLN1;BCL10;TUBGCP2;PLCB3;TXNDC11;CAND1;TUBGCP5;ACOT8;CCT6A;FGD6;INADL;MSTO1;FARS2;NARF;CELF2;NAP1L4;DAP3;KIAA1797;PALMD;ZNF292;CSDA;MZT1;CEP290;SACM1L;CCDC61;NAP1L4b;PRSS2;MIB1;TRY6;ALKBH2;ATP5J2;EIF5A2;BDP1;BRCC3;ARL1;HSD17B4;SYNCRIP;RPL27;SOGA2;EIF5A;TUBGCP4;SLC16A3;CRY1;VPS13B,CCP110;SMU1;TOMM20;TXN;TUBGCP3;TRADD;NRBP2;PRPF40A;CCT8;DNMBP;PALLD;PLXNA3;CHMP3;NDUFV3;GMPS;PRSS1;MZT2A;CDCA8;AKR1B10;DHCR24;DHX30;PTCD1;DHX40;CEP97;AZI1;GRPEL1;ACVR1B;TPD52;CUGBP2;FBXL4;CEP72;CP110;HELLS;S100A4;RRAS2;FOPNL;CFB;CCT3;ZNF286B;MED10;LZIC;KIAA0753;MAP3K4;FBXO28;CGRRF1;CCT4;PIBF1;NUP54;ACBD5;NME7;ZFP91;CCT7;TUBG1;POLR3F;GAR1;GALC;ZC3H13;TOP3B;SGOL1;WDR35;S100A6;RCC2;ZNF644;RP11;RBMXL1;RBM45;LGALS3BP;PCM1;FBXO18;CCT2;CCDC77;CCT5;ZNF286A;UHRF1BP1;ARHGEF11;ATM;PRSS3;DYNC2H1;BAZ1A;MLEC;MAGT1;MZT2B;MIS18BP1;WDFY3;HAUS7;PDCD6;PPM1A;ECHS1;HOOK3;EFTUD1;SNX33;TRIM27;USP9X;TUBGCP6;AKAP17A;HERPUD2;AFG3L2;SSX2IP;C10orf88;DERL1;TCP1;PUS1;ING5;PPHLN1;BCL10;TUBGCP2;PLCB3;TXNDC11;CAND1;TUBGCP5;ACOT8;CCT6A;FGD6;INADL;MSTO1;FARS2;NARF;CELF2;NAP1L4;DAP3;KIAA1797;PALMD;ZNF292;CSDA;MZT1;CEP290;SACM1L;CCDC61;NAP1L4b;PRSS2;MIB1;TRY6;ALKBH2;ATP5J2;EIF5A2;BDP1;BRCC3;ARL1;HSD17B4;SYNCRIP;RPL27;SOGA2;EIF5A;TUBGCP4;SLC16A3;CRY1;VPS13B,Y
RPL9,8,CEP76;HIST1H1E;RPLP0;MAGEB2;RPL3;SIRT1;RPL13;DHPS,CEP76;HIST1H1E;RPLP0;MAGEB2;RPL3;SIRT1;RPL13;DHPS,Y
FBXL15,8,HSPA1B;CUL1;HSPA8;ARIH1;NEDD8;LONP1;UBB;HSPA2,HSPA1B;CUL1;HSPA8;ARIH1;NEDD8;LONP1;UBB;HSPA2,Y
EMC2,87,WIBG;EMC10;PHB2;MRPS9;AGPS;VAPA;HNRNPA2B1;BAP18;EMC9;IMPDH1;PHB;C17orf49;MED14;CCDC47;RBM10;DNAJC8;CD2BP2;EMC2;WDR77;SIRT6;IMPDH2;SF1;HELLS;MED17;AP3S1;PHF5A;SF3B1;CCDC124;ADARB2;PCNP;LIG3;MED24;TSSC4;RIOK1;HNRNPAB;DDX28;ATP5F1;ZMAT3;PCF11;FUS;POLB;MED16;ABCF1;TBL2;CHERP;SPG7;EMC4;EMG1;RFC1;CKAP4;SF3B2;MLTK;EMC8;LRRC59;CCAR1;B3GALTL;HLTF;HDGFRP2;SCAF8;RBM6;SF3A2;RBM5;RBM17;SF3A1;C19orf43;ASCC2;C12orf45;PGRMC1;EMC7;PPIL4;FANCD2;ZRSR2;EMC1;MED1;RABL6;SAFB2;MRM1;MMGT1;SF3A3;KTN1;XPC;TNFAIP1;SPRTN;HMGA1;NSRP1;EMC3;C19orf47,WIBG;EMC10;PHB2;MRPS9;AGPS;VAPA;HNRNPA2B1;BAP18;EMC9;IMPDH1;PHB;C17orf49;MED14;CCDC47;RBM10;DNAJC8;CD2BP2;WDR77;SIRT6;IMPDH2;SF1;HELLS;MED17;AP3S1;PHF5A;SF3B1;CCDC124;ADARB2;PCNP;LIG3;MED24;TSSC4;RIOK1;HNRNPAB;DDX28;ATP5F1;ZMAT3;PCF11;FUS;POLB;MED16;ABCF1;TBL2;CHERP;SPG7;EMC4;EMG1;RFC1;CKAP4;SF3B2;MLTK;EMC8;LRRC59;CCAR1;B3GALTL;HLTF;HDGFRP2;SCAF8;RBM6;SF3A2;RBM5;RBM17;SF3A1;C19orf43;ASCC2;C12orf45;PGRMC1;EMC7;PPIL4;FANCD2;ZRSR2;EMC1;MED1;RABL6;SAFB2;MRM1;MMGT1;SF3A3;KTN1;XPC;TNFAIP1;SPRTN;HMGA1;NSRP1;EMC3;C19orf47,Y
USP18,1,USP41,USP41,Y
HNF4A,1,TP53,TP53,Y
NTF3,13,HSPA5;CA1;HARS2;LAMB3;LAMB1;CLTCL1;COL6A1;BDNF;METTL5;FGFR4;KCTD18;LAMC1;VWDE,HSPA5;CA1;HARS2;LAMB3;LAMB1;CLTCL1;COL6A1;BDNF;METTL5;FGFR4;KCTD18;LAMC1;VWDE,Y
BLOC1S2,29,ANGPT4;CCDC53;KRT27;C19orf50;COG6;SYBU;LAMTOR4;EXOC1;MUTED;C17orf59;SCOC;MYPOP;LOC729991;TRIM69;C15orf59;SNX7;LAMTOR1;C1orf49;BLOC1S1;TRIML2;C10orf32;COG7;TSKS;C3orf10;WHAMML1;DTNBP1;PLDN;BCAS4;HBXIP,ANGPT4;CCDC53;KRT27;C19orf50;COG6;SYBU;LAMTOR4;EXOC1;MUTED;C17orf59;SCOC;MYPOP;LOC729991;TRIM69;C15orf59;SNX7;LAMTOR1;C1orf49;BLOC1S1;TRIML2;C10orf32;COG7;TSKS;C3orf10;WHAMML1;DTNBP1;PLDN;BCAS4;HBXIP,N
SENP7,4,CBX3;DAXX;ZCCHC10;SETDB2,CBX3;DAXX;ZCCHC10;SETDB2,N
VRK2,24,C3orf52;PTH2R;RCBTB2;TMPRSS3;MARCH4;SRPRB;METTL11A;FAM187B;ZNRF4;TACR3;KCNA2;FTL;EIF4G3;TMEM192;VRK2;DHX38;SPINT2;C2orf7;ARFGAP2;NUP210;PTCHD3;FAF2;CHRNB2;IL17RA,C3orf52;PTH2R;RCBTB2;TMPRSS3;MARCH4;SRPRB;METTL11A;FAM187B;ZNRF4;TACR3;KCNA2;FTL;EIF4G3;TMEM192;DHX38;SPINT2;C2orf7;ARFGAP2;NUP210;PTCHD3;FAF2;CHRNB2;IL17RA,Y
RBM41,1,RBM41,,Y
PLA2G16,2,OCLN;MIB2,OCLN;MIB2,Y
FAM192A,34,TERT;CCDC69;GDF5OS;PPM1E;DUX3;RAB40AL;RAB40A;RPS2P32;CDR2L;PRM2;IMP3;RPP21;FBXL19;HUS1B;B4GALT2;C4orf39;RASL10B;SCNM1;PSMB9;FOXD4L6;PSME3;PSMA1;AVPI1;PSMB3;C1orf63;CAMTA2;CLK3;ZNF785;SIX2;TP53TG5;PISD;RPL15;MRPS34;FBXO24,TERT;CCDC69;GDF5OS;PPM1E;DUX3;RAB40AL;RAB40A;RPS2P32;CDR2L;PRM2;IMP3;RPP21;FBXL19;HUS1B;B4GALT2;C4orf39;RASL10B;SCNM1;PSMB9;FOXD4L6;PSME3;PSMA1;AVPI1;PSMB3;C1orf63;CAMTA2;CLK3;ZNF785;SIX2;TP53TG5;PISD;RPL15;MRPS34;FBXO24,Y
POLR3G,19,POLR3GL;POLR3H;POLR2H;POLR3A;POLR1D;POLR3D;POLR3E;POLR2F;CRCP;POLR3C;POLR3F;POLR2K;POLR3B;TBP;SF3A1;POLR1C;POLR3G;POLR2E;NUMA1,POLR3GL;POLR3H;POLR2H;POLR3A;POLR1D;POLR3D;POLR3E;POLR2F;CRCP;POLR3C;POLR3F;POLR2K;POLR3B;TBP;SF3A1;POLR1C;POLR2E;NUMA1,Y
S100A4,73,SYNE2;BBX;XIAP;BRD1;HSBP1;CEP110;WDFY3;UQCR10;SPC24;XRCC4;CCDC28A;KIF18B;PPFIBP1;DGCR14;NPAT;TXNIP;ZFHX4;MYH14;RCBTB2;RCBTB1;HAUS1;KIAA0564;MYL12A;SSNA1;DPYSL4;NME7;GAK;PKN3;GOLGA2;IGHG3;BCKDHA;MYH9;VCPIP1;STXBP2;GFER;CEP170;VPS39;KIAA1712;SUV39H1;PTGR2;ZBED1;BCKDHB;SPATA5;OIP5;SPC25;CRBN;DNAJA3;S100A6;ESCO2;HAUS4;VPS11;DNAJB6;UMPS;CCDC14;CCDC28B;C14orf145;CORO7;DYNLL1;POTEI;POP4;DIAPH3;UBE3A;GAN;SATB2;PXDN;SATB1;POU4F3;TTC21B;S100A4;BEX2;RPRD2;KAT7;CNTRL,SYNE2;BBX;XIAP;BRD1;HSBP1;CEP110;WDFY3;UQCR10;SPC24;XRCC4;CCDC28A;KIF18B;PPFIBP1;DGCR14;NPAT;TXNIP;ZFHX4;MYH14;RCBTB2;RCBTB1;HAUS1;KIAA0564;MYL12A;SSNA1;DPYSL4;NME7;GAK;PKN3;GOLGA2;IGHG3;BCKDHA;MYH9;VCPIP1;STXBP2;GFER;CEP170;VPS39;KIAA1712;SUV39H1;PTGR2;ZBED1;BCKDHB;SPATA5;OIP5;SPC25;CRBN;DNAJA3;S100A6;ESCO2;HAUS4;VPS11;DNAJB6;UMPS;CCDC14;CCDC28B;C14orf145;CORO7;DYNLL1;POTEI;POP4;DIAPH3;UBE3A;GAN;SATB2;PXDN;SATB1;POU4F3;TTC21B;BEX2;RPRD2;KAT7;CNTRL,Y
EIF2C1,19,HSP90AA5P;HSP90AB4P;TNRC6A;EIF2C3;HSP90AA1;DICER1;AIP;PTGES3;RBMS1;FKBP5;CSDA;YBX1;HSP90AA4P;STUB1;HSP90AB1;TARBP2;EIF2C2;RBMS2;CCDC76,HSP90AA5P;HSP90AB4P;TNRC6A;EIF2C3;HSP90AA1;DICER1;AIP;PTGES3;RBMS1;FKBP5;CSDA;YBX1;HSP90AA4P;STUB1;HSP90AB1;TARBP2;EIF2C2;RBMS2;CCDC76,Y
TMUB1,11,RIC3;NRM;TMUB2;ERLIN2;RNF170;DUSP3;RXFP1;CHRNA4;RIPK2;GPR114;KCNJ10,RIC3;NRM;TMUB2;ERLIN2;RNF170;DUSP3;RXFP1;CHRNA4;RIPK2;GPR114;KCNJ10,Y
DDI2,23,RNF166;NRIP3;ZDHHC1;USP47;CPXCR1;RAD23B;FAM81B;CPNE2;RDH5;HP1BP3;ELMOD3;MAGEF1;CYP2B6;ZNF577;SUV39H1;FOXD4L6;DDI1;LDHAL6A;TSGA10IP;ZG16B;C1QC;MOGAT2;SLC25A23,RNF166;NRIP3;ZDHHC1;USP47;CPXCR1;RAD23B;FAM81B;CPNE2;RDH5;HP1BP3;ELMOD3;MAGEF1;CYP2B6;ZNF577;SUV39H1;FOXD4L6;DDI1;LDHAL6A;TSGA10IP;ZG16B;C1QC;MOGAT2;SLC25A23,Y
ITCH,25,FAM189B;ILDR1;GRAP2;NDFIP2;PRRG1;LAPTM5;CGRRF1;CUEDC1;FAM189A2;SMAD7;TNFRSF19;TIGIT;LRP3;TMEM66;ARSH;C18orf1;ARRDC3;TMEM51;WBP1;WWP1;ARRDC1;SPG20;FAM70A;TMEM92;TMEM171,FAM189B;ILDR1;GRAP2;NDFIP2;PRRG1;LAPTM5;CGRRF1;CUEDC1;FAM189A2;SMAD7;TNFRSF19;TIGIT;LRP3;TMEM66;ARSH;C18orf1;ARRDC3;TMEM51;WBP1;WWP1;ARRDC1;SPG20;FAM70A;TMEM92;TMEM171,N
DUPD1,7,RPEL1;RXRB;OR51B5;LRRC37A2;TBC1D28;KLRK1;ECSCR,RPEL1;RXRB;OR51B5;LRRC37A2;TBC1D28;KLRK1;ECSCR,N
PCYOX1L,19,RLN1;IFNA21;APOA2;CLGN;DEFB106A;FBXO2;CCL3;OR6T1;MANEA;SCGB2A1;CLEC12B;SUN3;NMS;RLN2;LYZL2;PATE1;C12orf39;CD1B;LACRT,RLN1;IFNA21;APOA2;CLGN;DEFB106A;FBXO2;CCL3;OR6T1;MANEA;SCGB2A1;CLEC12B;SUN3;NMS;RLN2;LYZL2;PATE1;C12orf39;CD1B;LACRT,N
MRPL23,53,ACSF2;MRPL10;MRPL49;MRPL43;MRPL16;CBWD1;MRPL21;ARFGEF1;PNPT1;LONP1;RPL13;MRPL39;HARS2;TOP3A;ARFGEF2;C7orf30;C20orf7;ALDH5A1;MRP63;BCKDHA;MRPL44;MRPL11;MRPL38;MCCC1;MRPL3;MRPL19;YBX1;MRPL15;MRPS30;MRPL9;MRPL28;MRPS18A;MRPL47;MRPL41;MRPL1;MRPL20;FECH;GTPBP6;MRPL48;MRPL24;MRPL17;MRPL40;MRPL22;MRPL2;MRPL45;MRPL37;RPL17;RPL23A;MRPL46;CPS1;MRPL32;MRPL4;NARS2,ACSF2;MRPL10;MRPL49;MRPL43;MRPL16;CBWD1;MRPL21;ARFGEF1;PNPT1;LONP1;RPL13;MRPL39;HARS2;TOP3A;ARFGEF2;C7orf30;C20orf7;ALDH5A1;MRP63;BCKDHA;MRPL44;MRPL11;MRPL38;MCCC1;MRPL3;MRPL19;YBX1;MRPL15;MRPS30;MRPL9;MRPL28;MRPS18A;MRPL47;MRPL41;MRPL1;MRPL20;FECH;GTPBP6;MRPL48;MRPL24;MRPL17;MRPL40;MRPL22;MRPL2;MRPL45;MRPL37;RPL17;RPL23A;MRPL46;CPS1;MRPL32;MRPL4;NARS2,Y
RAP1BL,6,SERBP1;CCR1;DDX55;MRPL42;DYX1C1;WIF1,SERBP1;CCR1;DDX55;MRPL42;DYX1C1;WIF1,N
CCDC102B,1,CCDC102A,CCDC102A,Y
CHCHD2,67,ZYG11B;KLHL24;ZNF638;SCAF4;HES6;RNF220;PRRC2C;GTF3C1;C14orf118;LSM14B;GTF3C2;CHTOP;KLF13;POLDIP2;LUC7L;DDX50;MAGED2;ZFP91;MBD6;RRP12;RBM27;FLJ36031;CDCA8;CSDA;LBR;RBM26;DDX54;FBL;NOL9;ZNF593;C14orf169;DHX57;MEPCE;C1QBP;TEX10;HOXA9;C19orf29;YBX1;SP140L;KIAA1522;THRAP3;ZNF579;NOM1;RBM23;EIF2B1;CHCHD4;FAF1;BCLAF1;CMAS;DIEXF;EML3;CYBA;PRRC2A;FBXO33;RRP1;RECQL4;ATF2;CLK3;PHF10;BAG1;BNC2;NOL12;SS18L2;CCDC8;YY1AP1;BBC3;CDK13,ZYG11B;KLHL24;ZNF638;SCAF4;HES6;RNF220;PRRC2C;GTF3C1;C14orf118;LSM14B;GTF3C2;CHTOP;KLF13;POLDIP2;LUC7L;DDX50;MAGED2;ZFP91;MBD6;RRP12;RBM27;FLJ36031;CDCA8;CSDA;LBR;RBM26;DDX54;FBL;NOL9;ZNF593;C14orf169;DHX57;MEPCE;C1QBP;TEX10;HOXA9;C19orf29;YBX1;SP140L;KIAA1522;THRAP3;ZNF579;NOM1;RBM23;EIF2B1;CHCHD4;FAF1;BCLAF1;CMAS;DIEXF;EML3;CYBA;PRRC2A;FBXO33;RRP1;RECQL4;ATF2;CLK3;PHF10;BAG1;BNC2;NOL12;SS18L2;CCDC8;YY1AP1;BBC3;CDK13,Y
SUCLG2,4,GALNT11;ZNF146;SUCLG1;DNAJC12,GALNT11;ZNF146;SUCLG1;DNAJC12,Y
STAP2,1,PADI1,PADI1,N
TROAP,6,HARS2;SUOX;MAPRE3;MAPRE1;FAM120B;BANP,HARS2;SUOX;MAPRE3;MAPRE1;FAM120B;BANP,Y
WHSC1L1,10,BRD2;LSM3;CBX1;H2BC21;LAMTOR2;YEATS4;DHX9;WHSC1L1;KDM1B;DKFZp313H139,BRD2;LSM3;CBX1;H2BC21;LAMTOR2;YEATS4;DHX9;KDM1B;DKFZp313H139,Y
FGF8,68,MRPS24;NOC2L;MRPS9;WDR11;NOC3L;CWC22;DDX51;DAP3;ZFR;BMS1;MRPL52;RSBN1;FAM91A1;WDR3;DDX24;IFT81;IFT172;RPS15;ZCRB1;AP3B1;SRPK1;PURA;H2AFX;VANGL1;DDX54;ANKRD17;DDX56;AATF;RBM19;VANGL2;RPL26L1;KIAA0020;DHX57;BRIX1;DHX30;TTC30A;STRBP;IFT52;MRPS35;PDCD11;HIST1H1T;NOL8;DDX31;IFT88;CEBPZ;DDX55;RPS16;URB1;C18orf25;ANKHD1;PRR3;RRP8;PWP2;RBM28;IFT57;NVL;C4orf14;DDX18;WDR36;TRMT1L;IFT74;XRN1;YTHDC2;TRIM71;IFT80;ZC3H8;NSUN4;DHX36,MRPS24;NOC2L;MRPS9;WDR11;NOC3L;CWC22;DDX51;DAP3;ZFR;BMS1;MRPL52;RSBN1;FAM91A1;WDR3;DDX24;IFT81;IFT172;RPS15;ZCRB1;AP3B1;SRPK1;PURA;H2AFX;VANGL1;DDX54;ANKRD17;DDX56;AATF;RBM19;VANGL2;RPL26L1;KIAA0020;DHX57;BRIX1;DHX30;TTC30A;STRBP;IFT52;MRPS35;PDCD11;HIST1H1T;NOL8;DDX31;IFT88;CEBPZ;DDX55;RPS16;URB1;C18orf25;ANKHD1;PRR3;RRP8;PWP2;RBM28;IFT57;NVL;C4orf14;DDX18;WDR36;TRMT1L;IFT74;XRN1;YTHDC2;TRIM71;IFT80;ZC3H8;NSUN4;DHX36,Y
TPM3,36,RCOR3;NDE1;RCOR1;KDM1A;C19orf50;PRKCDBP;ZFC3H1;CCDC6;TPM4;NDEL1;TSSC4;HSF1;JUN;PRPF8;KIF5B;HOMER2;TPM3P9;NES;TPM1;TPM2;ECD;JUNB;CROCC;RBMXL1;JUND;NUF2;EXOC4;HOMER1;SPAG9;EAPP;C20orf4;PHF21A;CCDC102A;PTRF;TFPT;CCDC96,RCOR3;NDE1;RCOR1;KDM1A;C19orf50;PRKCDBP;ZFC3H1;CCDC6;TPM4;NDEL1;TSSC4;HSF1;JUN;PRPF8;KIF5B;HOMER2;TPM3P9;NES;TPM1;TPM2;ECD;JUNB;CROCC;RBMXL1;JUND;NUF2;EXOC4;HOMER1;SPAG9;EAPP;C20orf4;PHF21A;CCDC102A;PTRF;TFPT;CCDC96,Y
SDCBP2,1,FAM83A,FAM83A,N
SLC9A6,37,SLC1A5;MAN2A2;LGALS9;C3orf39;ALDH3B1;SLC9A7;CLGN;LGALS3;C7orf44;TLCD2;SLC31A2;YIPF6;IFNGR1;DNAJC30;SLC39A8;LGALS8;VAT1L;KIR2DL4;PLD6;FUT8;SLC22A9;LGALS9B;SLC19A2;MAP1LC3B2;FNDC4;SPCS1;C6orf170;MBLAC2;RAC3;GALNT14;CDK20;ALDH3A2;SERINC1;CMTM5;VSIG1;RELL2;FKRP,SLC1A5;MAN2A2;LGALS9;C3orf39;ALDH3B1;SLC9A7;CLGN;LGALS3;C7orf44;TLCD2;SLC31A2;YIPF6;IFNGR1;DNAJC30;SLC39A8;LGALS8;VAT1L;KIR2DL4;PLD6;FUT8;SLC22A9;LGALS9B;SLC19A2;MAP1LC3B2;FNDC4;SPCS1;C6orf170;MBLAC2;RAC3;GALNT14;CDK20;ALDH3A2;SERINC1;CMTM5;VSIG1;RELL2;FKRP,Y
TRIM9,15,HIVEP2;SEMA4C;BTRC;STX19;CUL1;SPATA24;ARIH1;SGPL1;FBXW2;GFAP;BFSP1;FBXW11;KRT40;RELL2;KLHL2,HIVEP2;SEMA4C;BTRC;STX19;CUL1;SPATA24;ARIH1;SGPL1;FBXW2;GFAP;BFSP1;FBXW11;KRT40;RELL2;KLHL2,Y
FAM83H,29,SAV1;ORMDL1;CCR1;NCK2;ORMDL3;LYAR;BOD1L1;FAM83F;CHTF18;LOXL4;DDX54;KRT73;SOHLH1;HSPB8;FAM83H;PPHLN1;C6orf141;DNAJB8;CRYAA;CSNK1E;UNC45A;RUSC1;MAP2K2;SEC16A;CSNK1A1;NPAS1;SEC13;KRT40;CSNK1D,SAV1;ORMDL1;CCR1;NCK2;ORMDL3;LYAR;BOD1L1;FAM83F;CHTF18;LOXL4;DDX54;KRT73;SOHLH1;HSPB8;PPHLN1;C6orf141;DNAJB8;CRYAA;CSNK1E;UNC45A;RUSC1;MAP2K2;SEC16A;CSNK1A1;NPAS1;SEC13;KRT40;CSNK1D,Y
PAGE5,8,ERF;ZNF460;PRR15;KRT83;SPATA2L;FAM107B;PAGE2;HIST1H4A,ERF;ZNF460;PRR15;KRT83;SPATA2L;FAM107B;PAGE2;HIST1H4A,N
APPL2,9,POLR3F;GIPC1;POLR3B;APPL2;CLNS1A;POLR3H;APPL1;MYO6;POLR2E,POLR3F;GIPC1;POLR3B;CLNS1A;POLR3H;APPL1;MYO6;POLR2E,Y
COCH,27,INSL5;SCGB2A2;CEACAM8;TMPRSS13;TMEM25;DEFA1;CD160;C1QTNF7;BAGE2;FBXO2;CCL3;IDS;SERPINA6;MMP19;HPN;OS9;HSPA5;ST14;PDGFRA;TRAC;LCN6;VIT;CDH23;C1orf54;CARS2;SCARA3;PTCH1,INSL5;SCGB2A2;CEACAM8;TMPRSS13;TMEM25;DEFA1;CD160;C1QTNF7;BAGE2;FBXO2;CCL3;IDS;SERPINA6;MMP19;HPN;OS9;HSPA5;ST14;PDGFRA;TRAC;LCN6;VIT;CDH23;C1orf54;CARS2;SCARA3;PTCH1,Y
KCTD15,11,TMEM184A;HSPA1A;HSPA8;S100P;RUVBL2;PRPF39;KCTD19;NELF;KCTD3;CA10;MBD3L2,TMEM184A;HSPA1A;HSPA8;S100P;RUVBL2;PRPF39;KCTD19;NELF;KCTD3;CA10;MBD3L2,N
LRRC10,31,SERPINB4;IGHG1;SPRR1B;SERPINA12;CCT4;EPPK1;KLK10;EVPL;LCN2;CTSL2;CCT7;WWOX;SBSN;TCP1;IVL;PDCL;SERPINB7;POF1B;SUGT1;SERPINB3;SERPINB5;FLG;CCT6A;S100P;CCT2;ACPP;A2ML1;IGKC;CCT6B;TUSC2;KLK7,SERPINB4;IGHG1;SPRR1B;SERPINA12;CCT4;EPPK1;KLK10;EVPL;LCN2;CTSL2;CCT7;WWOX;SBSN;TCP1;IVL;PDCL;SERPINB7;POF1B;SUGT1;SERPINB3;SERPINB5;FLG;CCT6A;S100P;CCT2;ACPP;A2ML1;IGKC;CCT6B;TUSC2;KLK7,Y
TPD52L1,12,TPD52L2;TPD52;GABBR1;ADC;KCTD12;TNFRSF1B;TXNL4A;TPD52L3;PSMC3;GRIN3B;C14orf129;GOPC,TPD52L2;TPD52;GABBR1;ADC;KCTD12;TNFRSF1B;TXNL4A;TPD52L3;PSMC3;GRIN3B;C14orf129;GOPC,Y
KCTD6,32,MKLN1;RMND5B;YPEL5;EHHADH;FSD2;UBE2M;ZMYND19;CUL3;TIGD5;KCTD11;PXDNL;ZFYVE1;LACTB;MAEA;ARMC8;RANBP9;OTUB2;RANBP10;IFIT5;ZCCHC8;C20orf11;RMND5A;CTSE;FUS;RBM7;C17orf39;GPS1;NAA50;POLRMT;GAGE8;PPM1F;GLMN,MKLN1;RMND5B;YPEL5;EHHADH;FSD2;UBE2M;ZMYND19;CUL3;TIGD5;KCTD11;PXDNL;ZFYVE1;LACTB;MAEA;ARMC8;RANBP9;OTUB2;RANBP10;IFIT5;ZCCHC8;C20orf11;RMND5A;CTSE;FUS;RBM7;C17orf39;GPS1;NAA50;POLRMT;GAGE8;PPM1F;GLMN,Y
CAPN6,11,SYNE2;BAZ1A;UBA6;FLNA;FAM101B;GLDC;CHRAC1;LRFN4;BICD2;KIAA1009;SUN1,SYNE2;BAZ1A;UBA6;FLNA;FAM101B;GLDC;CHRAC1;LRFN4;BICD2;KIAA1009;SUN1,Y
C10orf122,1,EFCAB2,EFCAB2,Y
RAP1A,1,RABL5,RABL5,Y
SUCLG1,4,POLR3C;AARS2;SUCLA2;LARS2,POLR3C;AARS2;SUCLA2;LARS2,Y
FAM81A,10,ZZEF1;HECTD3;OR5C1;FBXO28;BEND3;DSCC1;PCCB;PCCA;OR52B2;RBMXL1,ZZEF1;HECTD3;OR5C1;FBXO28;BEND3;DSCC1;PCCB;PCCA;OR52B2;RBMXL1,Y
